sample_id,partner_sample_id,contributor,country,location,year,month,latitude,longitude,sex_call,sample_set,release,quarter,study_id,study_url,terms_of_use_expiry_date,terms_of_use_url,unrestricted_use,mean_cov,median_cov,modal_cov,mean_cov_2L,median_cov_2L,mode_cov_2L,mean_cov_2R,median_cov_2R,mode_cov_2R,mean_cov_3L,median_cov_3L,mode_cov_3L,mean_cov_3R,median_cov_3R,mode_cov_3R,mean_cov_X,median_cov_X,mode_cov_X,frac_gen_cov,divergence,contam_pct,contam_LLR,aim_species_fraction_arab,aim_species_fraction_colu,aim_species_fraction_colu_no2l,aim_species_gambcolu_arabiensis,aim_species_gambiae_coluzzii,aim_species,country_iso,admin1_name,admin1_iso,admin2_name,taxon,cohort_admin1_year,cohort_admin1_month,cohort_admin1_quarter,cohort_admin2_year,cohort_admin2_month,cohort_admin2_quarter,pop
VBS47921-6366STDY9854521,W1723,Kevin Opondo,"Gambia, The",Brikama,2019,9,13.29,-16.657,F,1272-VO-GM-OPONDO-VMF00160,3.5,3,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,23.4,23,24,23.09,23,23,23.36,23,24,22.93,23,24,23.71,23,24,24.44,22,23,0.895,0.03043,0.518,451.615,0.9888074102663064,0.4580031695721077,0.453382084095064,arabiensis,,arabiensis,GMB,Brikama,GM-W,Kombo Central,arabiensis,GM-W_arab_2019,GM-W_arab_2019_09,GM-W_arab_2019_Q3,GM-W_Kombo-Central_arab_2019,GM-W_Kombo-Central_arab_2019_09,GM-W_Kombo-Central_arab_2019_Q3,VBS47921-6366STDY9854521_arabiensis
VBS47993-6366STDY9854591,C2818,Kevin Opondo,"Gambia, The",Kerewan,2019,9,13.515,-14.896,F,1272-VO-GM-OPONDO-VMF00160,3.5,3,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,28.85,28,29,29.01,29,29,29.87,30,30,27.58,27,28,28.06,28,28,29.95,28,28,0.898,0.03014,0.766,1109.236,0.993072926688474,0.4520222045995242,0.4469835466179159,arabiensis,,arabiensis,GMB,Janjanbureh,GM-M,Lower Fuladu West,arabiensis,GM-M_arab_2019,GM-M_arab_2019_09,GM-M_arab_2019_Q3,GM-M_Lower-Fuladu-West_arab_2019,GM-M_Lower-Fuladu-West_arab_2019_09,GM-M_Lower-Fuladu-West_arab_2019_Q3,VBS47993-6366STDY9854591_arabiensis
VBS78055-7065STDY13143704,1323_0917,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,10,13.316,-14.166,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,41.71,42,43,42.21,43,43,41.89,42,43,41.66,43,44,42.03,43,43,39.23,38,40,0.904,0.03018,0.238,332.546,0.989,0.459,0.454,arabiensis,,arabiensis,GMB,Basse,GM-U,Tumana,arabiensis,GM-U_arab_2019,GM-U_arab_2019_10,GM-U_arab_2019_Q4,GM-U_Tumana_arab_2019,GM-U_Tumana_arab_2019_10,GM-U_Tumana_arab_2019_Q4,VBS78055-7065STDY13143704_arabiensis
VBS48088-6366STDY9854688,E3790,Kevin Opondo,"Gambia, The",Tuba Simoto,2019,10,13.368,-13.988,F,1272-VO-GM-OPONDO-VMF00160,3.5,4,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,19.55,19,19,19.6,19,19,20.0,20,19,19.04,19,19,19.19,19,19,20.1,18,19,0.893,0.03047,1.012,1020.062,0.9903735078937236,0.4545454545454545,0.4498620055197792,arabiensis,,arabiensis,GMB,Basse,GM-U,Tumana,arabiensis,GM-U_arab_2019,GM-U_arab_2019_10,GM-U_arab_2019_Q4,GM-U_Tumana_arab_2019,GM-U_Tumana_arab_2019_10,GM-U_Tumana_arab_2019_Q4,VBS48088-6366STDY9854688_arabiensis
VBS47889-6366STDY9854489,W2861,Kevin Opondo,"Gambia, The",Tallinding,2019,9,13.437,-16.67,F,1272-VO-GM-OPONDO-VMF00160,3.5,3,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,38.28,39,40,38.34,39,39,39.6,40,41,37.17,38,39,37.8,38,39,37.63,37,39,0.902,0.03013,0.476,780.588,0.992310649750096,0.4503154574132492,0.4445454545454545,arabiensis,,arabiensis,GMB,Kanifing,GM-W,Jeshwang,arabiensis,GM-W_arab_2019,GM-W_arab_2019_09,GM-W_arab_2019_Q3,GM-W_Jeshwang_arab_2019,GM-W_Jeshwang_arab_2019_09,GM-W_Jeshwang_arab_2019_Q3,VBS47889-6366STDY9854489_arabiensis
VBS69869-7065STDY13152312,013-4,Alfred Amambua-Ngwa,"Gambia, The",kemoto,2005,10,13.431,-16.146,F,1323-VO-GM-NGWA-VMF00235,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,39.69,40,42,40.16,41,42,40.1,41,42,39.33,40,42,39.7,40,41,37.98,38,40,0.904,0.03025,0.221,235.604,0.988,0.457,0.452,arabiensis,,arabiensis,GMB,Mansakonko,GM-L,Kiang West,arabiensis,GM-L_arab_2005,GM-L_arab_2005_10,GM-L_arab_2005_Q4,GM-L_Kiang-West_arab_2005,GM-L_Kiang-West_arab_2005_10,GM-L_Kiang-West_arab_2005_Q4,VBS69869-7065STDY13152312_arabiensis
VBS78469-7065STDY13144128,1323_1349,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,34.52,35,36,34.87,35,36,34.93,35,36,34.25,35,36,34.77,35,36,32.38,32,34,0.919,0.02934,2.168,8236.076,0.959,0.48,0.477,arabiensis,,arabiensis,GMB,Kuntaur,GM-M,Niani,arabiensis,GM-M_arab_2019,GM-M_arab_2019_10,GM-M_arab_2019_Q4,GM-M_Niani_arab_2019,GM-M_Niani_arab_2019_10,GM-M_Niani_arab_2019_Q4,VBS78469-7065STDY13144128_arabiensis
VBS78589-7065STDY13144252,1323_1470,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,35.57,36,37,36.0,36,37,35.96,36,37,35.34,36,37,35.68,36,37,33.52,33,35,0.903,0.03022,0.327,354.295,0.992,0.455,0.45,arabiensis,,arabiensis,GMB,Kuntaur,GM-M,Niani,arabiensis,GM-M_arab_2019,GM-M_arab_2019_10,GM-M_arab_2019_Q4,GM-M_Niani_arab_2019,GM-M_Niani_arab_2019_10,GM-M_Niani_arab_2019_Q4,VBS78589-7065STDY13144252_arabiensis
VBS78857-7065STDY13144529,1323_1741,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,33.06,33,34,33.5,34,34,33.21,34,34,33.0,33,34,33.2,34,34,31.3,30,32,0.901,0.03011,0.184,167.373,0.991,0.457,0.452,arabiensis,,arabiensis,GMB,Kuntaur,GM-M,Niani,arabiensis,GM-M_arab_2019,GM-M_arab_2019_10,GM-M_arab_2019_Q4,GM-M_Niani_arab_2019,GM-M_Niani_arab_2019_10,GM-M_Niani_arab_2019_Q4,VBS78857-7065STDY13144529_arabiensis
VBS47835-6366STDY9854441,E3336,Kevin Opondo,"Gambia, The",Nyakoi Madina,2019,11,13.308,-14.01,F,1272-VO-GM-OPONDO-VMF00160,3.5,4,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,31.54,31,31,31.72,31,31,32.14,32,32,30.7,31,31,31.18,31,31,31.88,30,31,0.9,0.03011,0.598,862.589,0.99212447176335,0.4566246056782334,0.4528130671506352,arabiensis,,arabiensis,GMB,Basse,GM-U,Tumana,arabiensis,GM-U_arab_2019,GM-U_arab_2019_11,GM-U_arab_2019_Q4,GM-U_Tumana_arab_2019,GM-U_Tumana_arab_2019_11,GM-U_Tumana_arab_2019_Q4,VBS47835-6366STDY9854441_arabiensis
VBS68568-6411STDY13142587,1270_0124,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,8,13.318,-14.165,F,1270-VO-MULTI-PAMGEN-VMF00232,3.9,3,1270-VO-MULTI-PAMGEN,https://www.malariagen.net/partner_study/1270-VO-MULTI-PAMGEN,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,50.57,52,53,51.13,52,53,51.72,53,54,49.67,51,53,50.31,52,53,48.29,49,51,0.907,0.03026,0.398,822.04,0.991,0.456,0.452,arabiensis,,arabiensis,GMB,Basse,GM-U,Tumana,arabiensis,GM-U_arab_2019,GM-U_arab_2019_08,GM-U_arab_2019_Q3,GM-U_Tumana_arab_2019,GM-U_Tumana_arab_2019_08,GM-U_Tumana_arab_2019_Q3,VBS68568-6411STDY13142587_arabiensis
VBS70191-7065STDY13152708,C0713,Alfred Amambua-Ngwa,"Gambia, The",Farafenni,2021,9,13.572,-15.599,F,1323-VO-GM-NGWA-VMF00235,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,35.0,35,36,35.4,36,36,35.45,36,37,34.54,35,36,34.95,35,36,33.73,33,34,0.901,0.0301,0.195,179.19,0.993,0.456,0.451,arabiensis,,arabiensis,GMB,Kerewan,GM-N,Illiasa,arabiensis,GM-N_arab_2021,GM-N_arab_2021_09,GM-N_arab_2021_Q3,GM-N_Illiasa_arab_2021,GM-N_Illiasa_arab_2021_09,GM-N_Illiasa_arab_2021_Q3,VBS70191-7065STDY13152708_arabiensis
VBS68513-6411STDY13142532,1270_0042,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,8,13.318,-14.165,F,1270-VO-MULTI-PAMGEN-VMF00232,3.9,3,1270-VO-MULTI-PAMGEN,https://www.malariagen.net/partner_study/1270-VO-MULTI-PAMGEN,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,39.51,40,41,39.91,40,41,40.3,41,42,38.72,40,41,39.44,40,41,37.93,38,40,0.904,0.03012,0.387,641.509,0.993,0.453,0.449,arabiensis,,arabiensis,GMB,Basse,GM-U,Tumana,arabiensis,GM-U_arab_2019,GM-U_arab_2019_08,GM-U_arab_2019_Q3,GM-U_Tumana_arab_2019,GM-U_Tumana_arab_2019_08,GM-U_Tumana_arab_2019_Q3,VBS68513-6411STDY13142532_arabiensis
VBS68669-6411STDY13142690,1270_0794,Alfred Amambua-Ngwa,"Gambia, The",Sotuma samba,2019,8,13.302,-14.31,F,1270-VO-MULTI-PAMGEN-VMF00232,3.9,3,1270-VO-MULTI-PAMGEN,https://www.malariagen.net/partner_study/1270-VO-MULTI-PAMGEN,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,36.17,37,38,36.6,37,38,36.97,38,38,35.41,36,37,35.87,37,37,35.05,35,37,0.901,0.03008,0.336,520.949,0.994,0.455,0.45,arabiensis,,arabiensis,GMB,Basse,GM-U,Jimara,arabiensis,GM-U_arab_2019,GM-U_arab_2019_08,GM-U_arab_2019_Q3,GM-U_Jimara_arab_2019,GM-U_Jimara_arab_2019_08,GM-U_Jimara_arab_2019_Q3,VBS68669-6411STDY13142690_arabiensis
VBS78446-7065STDY13144105,1323_1326,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,29.65,30,31,30.07,30,31,29.95,30,31,29.49,30,31,29.67,30,30,27.97,27,28,0.9,0.03007,0.308,293.551,0.991,0.456,0.452,arabiensis,,arabiensis,GMB,Kuntaur,GM-M,Niani,arabiensis,GM-M_arab_2019,GM-M_arab_2019_10,GM-M_arab_2019_Q4,GM-M_Niani_arab_2019,GM-M_Niani_arab_2019_10,GM-M_Niani_arab_2019_Q4,VBS78446-7065STDY13144105_arabiensis
VBS68555-6411STDY13142574,1270_0085,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,8,13.318,-14.165,F,1270-VO-MULTI-PAMGEN-VMF00232,3.9,3,1270-VO-MULTI-PAMGEN,https://www.malariagen.net/partner_study/1270-VO-MULTI-PAMGEN,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,41.11,42,43,41.54,42,43,41.98,43,44,40.37,42,43,40.93,42,43,39.45,39,42,0.905,0.03012,0.403,733.487,0.992,0.46,0.456,arabiensis,,arabiensis,GMB,Basse,GM-U,Tumana,arabiensis,GM-U_arab_2019,GM-U_arab_2019_08,GM-U_arab_2019_Q3,GM-U_Tumana_arab_2019,GM-U_Tumana_arab_2019_08,GM-U_Tumana_arab_2019_Q3,VBS68555-6411STDY13142574_arabiensis
VBS48093-6366STDY9854693,E2878,Kevin Opondo,"Gambia, The",Kumbija,2019,9,13.606,-15.233,F,1272-VO-GM-OPONDO-VMF00160,3.5,3,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,27.07,27,27,27.15,27,27,27.49,27,28,26.66,27,27,26.96,27,27,26.69,25,27,0.897,0.03014,0.871,1281.518,0.990968485780169,0.4582338902147971,0.4541284403669725,arabiensis,,arabiensis,GMB,Janjanbureh,GM-M,Niamina West,arabiensis,GM-M_arab_2019,GM-M_arab_2019_09,GM-M_arab_2019_Q3,GM-M_Niamina-West_arab_2019,GM-M_Niamina-West_arab_2019_09,GM-M_Niamina-West_arab_2019_Q3,VBS48093-6366STDY9854693_arabiensis
VBS78486-7065STDY13144146,1323_1366,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,15.57,15,15,15.66,15,15,15.59,15,15,15.47,15,15,15.54,15,15,15.57,14,14,0.889,0.03048,0.724,605.497,0.992,0.453,0.449,arabiensis,,arabiensis,GMB,Kuntaur,GM-M,Niani,arabiensis,GM-M_arab_2019,GM-M_arab_2019_10,GM-M_arab_2019_Q4,GM-M_Niani_arab_2019,GM-M_Niani_arab_2019_10,GM-M_Niani_arab_2019_Q4,VBS78486-7065STDY13144146_arabiensis
VBS77687-7065STDY13143311,1323_0492,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,8,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,42.27,43,44,42.84,43,44,42.56,43,44,42.07,43,44,42.53,43,44,39.82,39,42,0.905,0.03022,0.228,294.161,0.991,0.456,0.451,arabiensis,,arabiensis,GMB,Kuntaur,GM-M,Niani,arabiensis,GM-M_arab_2019,GM-M_arab_2019_08,GM-M_arab_2019_Q3,GM-M_Niani_arab_2019,GM-M_Niani_arab_2019_08,GM-M_Niani_arab_2019_Q3,VBS77687-7065STDY13143311_arabiensis
VBS47971-6366STDY9854569,W1231,Kevin Opondo,"Gambia, The",Ebotown,2019,9,13.438,-16.674,F,1272-VO-GM-OPONDO-VMF00160,3.5,3,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,34.08,34,35,34.1,34,35,34.78,35,36,33.2,34,35,33.89,34,35,34.19,33,34,0.902,0.03014,0.749,1259.237,0.9930902111324376,0.4524564183835182,0.447992700729927,arabiensis,,arabiensis,GMB,Kanifing,GM-W,Jeshwang,arabiensis,GM-W_arab_2019,GM-W_arab_2019_09,GM-W_arab_2019_Q3,GM-W_Jeshwang_arab_2019,GM-W_Jeshwang_arab_2019_09,GM-W_Jeshwang_arab_2019_Q3,VBS47971-6366STDY9854569_arabiensis
VBS77631-7065STDY13143253,1323_0435,Alfred Amambua-Ngwa,"Gambia, The",Palang Fula,2019,8,13.564,-14.773,F,1323-VO-GM-NGWA-VMF00242,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,32.04,32,33,32.52,32,33,32.18,32,33,32.0,32,33,32.04,32,33,30.61,30,31,0.902,0.03003,1.083,2593.179,0.99,0.458,0.453,arabiensis,,arabiensis,GMB,Kuntaur,GM-M,Sami,arabiensis,GM-M_arab_2019,GM-M_arab_2019_08,GM-M_arab_2019_Q3,GM-M_Sami_arab_2019,GM-M_Sami_arab_2019_08,GM-M_Sami_arab_2019_Q3,VBS77631-7065STDY13143253_arabiensis
VBS68579-6411STDY13142600,1270_0135,Alfred Amambua-Ngwa,"Gambia, The",Chamoi,2019,8,13.318,-14.165,F,1270-VO-MULTI-PAMGEN-VMF00232,3.9,3,1270-VO-MULTI-PAMGEN,https://www.malariagen.net/partner_study/1270-VO-MULTI-PAMGEN,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,47.05,48,50,47.61,48,50,47.93,49,50,46.29,48,49,46.9,48,49,44.98,45,48,0.905,0.03017,0.312,548.245,0.992,0.453,0.448,arabiensis,,arabiensis,GMB,Basse,GM-U,Tumana,arabiensis,GM-U_arab_2019,GM-U_arab_2019_08,GM-U_arab_2019_Q3,GM-U_Tumana_arab_2019,GM-U_Tumana_arab_2019_08,GM-U_Tumana_arab_2019_Q3,VBS68579-6411STDY13142600_arabiensis
VBS48012-6366STDY9854610,C3134,Kevin Opondo,"Gambia, The",Saruja,2019,11,13.551,-14.913,F,1272-VO-GM-OPONDO-VMF00160,3.5,4,1272-VO-GM-OPONDO,https://www.malariagen.net/partner_study/1272-VO-GM-OPONDO,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.5.html#terms-of-use,False,23.33,23,24,23.49,23,23,23.55,24,24,23.19,23,24,23.26,23,24,22.74,21,22,0.896,0.02999,0.772,877.614,0.9888675623800384,0.4508393285371702,0.4452621895124195,arabiensis,,arabiensis,GMB,Janjanbureh,GM-M,Lower Fuladu West,arabiensis,GM-M_arab_2019,GM-M_arab_2019_11,GM-M_arab_2019_Q4,GM-M_Lower-Fuladu-West_arab_2019,GM-M_Lower-Fuladu-West_arab_2019_11,GM-M_Lower-Fuladu-West_arab_2019_Q4,VBS48012-6366STDY9854610_arabiensis
VBS77666-7065STDY13143289,1323_0470,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,8,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,20.86,20,20,21.36,21,21,20.86,20,21,20.44,20,20,20.74,20,21,20.81,19,19,0.863,0.04292,0.898,1259.277,0.338,0.477,0.468,intermediate,,intermediate_gambcolu_arabiensis,GMB,Kuntaur,GM-M,Niani,melas,GM-M_mela_2019,GM-M_mela_2019_08,GM-M_mela_2019_Q3,GM-M_Niani_mela_2019,GM-M_Niani_mela_2019_08,GM-M_Niani_mela_2019_Q3,VBS77666-7065STDY13143289_melas
VBS78564-7065STDY13144226,1323_1445,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,30.53,30,31,31.2,31,31,30.51,30,31,30.14,30,31,30.41,30,31,30.06,28,29,0.869,0.04304,0.454,880.826,0.337,0.481,0.474,intermediate,,intermediate_gambcolu_arabiensis,GMB,Kuntaur,GM-M,Niani,melas,GM-M_mela_2019,GM-M_mela_2019_10,GM-M_mela_2019_Q4,GM-M_Niani_mela_2019,GM-M_Niani_mela_2019_10,GM-M_Niani_mela_2019_Q4,VBS78564-7065STDY13144226_melas
VBS79166-7065STDY13144848,1323_2054,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,28.96,29,29,29.64,29,30,29.05,29,29,28.47,28,29,28.77,29,29,28.46,26,27,0.866,0.0432,0.243,288.678,0.34,0.471,0.464,intermediate,,intermediate_gambcolu_arabiensis,GMB,Kuntaur,GM-M,Niani,melas,GM-M_mela_2019,GM-M_mela_2019_10,GM-M_mela_2019_Q4,GM-M_Niani_mela_2019,GM-M_Niani_mela_2019_10,GM-M_Niani_mela_2019_Q4,VBS79166-7065STDY13144848_melas
VBS77662-7065STDY13143285,1323_0466,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,8,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,20.05,19,20,20.5,20,20,20.08,20,20,19.63,19,19,19.91,20,20,20.09,18,18,0.862,0.04289,0.977,1387.81,0.34,0.475,0.47,intermediate,,intermediate_gambcolu_arabiensis,GMB,Kuntaur,GM-M,Niani,melas,GM-M_mela_2019,GM-M_mela_2019_08,GM-M_mela_2019_Q3,GM-M_Niani_mela_2019,GM-M_Niani_mela_2019_08,GM-M_Niani_mela_2019_Q3,VBS77662-7065STDY13143285_melas
VBS78840-7065STDY13144511,1323_1724,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,23.72,23,24,24.24,24,24,23.67,23,24,23.25,23,24,23.57,23,24,23.94,22,22,0.863,0.04311,0.166,128.974,0.339,0.473,0.465,intermediate,,intermediate_gambcolu_arabiensis,GMB,Kuntaur,GM-M,Niani,melas,GM-M_mela_2019,GM-M_mela_2019_10,GM-M_mela_2019_Q4,GM-M_Niani_mela_2019,GM-M_Niani_mela_2019_10,GM-M_Niani_mela_2019_Q4,VBS78840-7065STDY13144511_melas
VBS69803-7065STDY13152238,157-1,Alfred Amambua-Ngwa,"Gambia, The",Kartong,2005,10,13.094,-16.761,F,1323-VO-GM-NGWA-VMF00235,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,25.82,25,26,26.37,26,26,25.96,26,26,25.17,25,26,25.64,26,26,25.74,24,25,0.865,0.0431,0.212,205.916,0.34,0.474,0.465,intermediate,,intermediate_gambcolu_arabiensis,GMB,Brikama,GM-W,Kombo South,melas,GM-W_mela_2005,GM-W_mela_2005_10,GM-W_mela_2005_Q4,GM-W_Kombo-South_mela_2005,GM-W_Kombo-South_mela_2005_10,GM-W_Kombo-South_mela_2005_Q4,VBS69803-7065STDY13152238_melas
VBS77667-7065STDY13143290,1323_0471,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,8,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,21.34,21,21,21.84,21,21,21.43,21,21,20.84,21,21,21.16,21,21,21.3,19,20,0.862,0.0429,1.059,1630.161,0.34,0.475,0.467,intermediate,,intermediate_gambcolu_arabiensis,GMB,Kuntaur,GM-M,Niani,melas,GM-M_mela_2019,GM-M_mela_2019_08,GM-M_mela_2019_Q3,GM-M_Niani_mela_2019,GM-M_Niani_mela_2019_08,GM-M_Niani_mela_2019_Q3,VBS77667-7065STDY13143290_melas
VBS78807-7065STDY13144478,1323_1691,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,10,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,4,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,25.67,25,26,26.23,26,26,25.56,25,26,25.24,25,26,25.6,25,26,25.71,24,24,0.864,0.04315,0.134,107.073,0.34,0.477,0.47,intermediate,,intermediate_gambcolu_arabiensis,GMB,Kuntaur,GM-M,Niani,melas,GM-M_mela_2019,GM-M_mela_2019_10,GM-M_mela_2019_Q4,GM-M_Niani_mela_2019,GM-M_Niani_mela_2019_10,GM-M_Niani_mela_2019_Q4,VBS78807-7065STDY13144478_melas
VBS77705-7065STDY13143330,1323_0510,Alfred Amambua-Ngwa,"Gambia, The",Sitahuma,2019,8,13.611,-14.837,F,1323-VO-GM-NGWA-VMF00242,3.9,3,1323-VO-GM-NGWA,https://www.malariagen.net/partner_study/1323-VO-GM-NGWA,2026-04-09,https://malariagen.github.io/vector-data/ag3/ag3.9.html#terms-of-use,False,17.31,17,17,17.64,17,17,17.29,17,17,17.01,16,17,17.18,17,17,17.46,15,16,0.859,0.04295,0.918,977.356,0.34,0.472,0.464,intermediate,,intermediate_gambcolu_arabiensis,GMB,Kuntaur,GM-M,Niani,melas,GM-M_mela_2019,GM-M_mela_2019_08,GM-M_mela_2019_Q3,GM-M_Niani_mela_2019,GM-M_Niani_mela_2019_08,GM-M_Niani_mela_2019_Q3,VBS77705-7065STDY13143330_melas
