pos id distance(cM) cumulative(cM) rate(cM/Mb)
25915938 sid54390 0.000486 25.894745 1.00
25916163 sid54391 0.000225 25.894970 1.00
25916334 sid54392 0.000171 25.895141 1.00
25916596 sid54393 0.000262 25.895403 1.00
25917409 sid54396 0.000813 25.896216 1.00
25917560 sid54397 0.000151 25.896367 1.00
25917799 sid54398 0.000239 25.896606 1.00
25918062 sid54399 0.000263 25.896869 1.00
25918254 sid54400 0.000192 25.897061 1.00
25918673 sid54401 0.000419 25.897480 1.00
25918967 sid54402 0.000294 25.897774 1.00
25919265 sid54403 0.000298 25.898072 1.00
25919464 sid54404 0.000199 25.898271 1.00
25919744 sid54405 0.000280 25.898551 1.00
25920286 sid54407 0.000542 25.899093 1.00
25920732 sid54408 0.000446 25.899539 1.00
25921327 sid54410 0.000595 25.900134 1.00
25921704 sid54411 0.000377 25.900511 1.00
25922003 sid54412 0.000299 25.900810 1.00
25922639 sid54413 0.000636 25.901446 1.00
25923096 sid54414 0.000457 25.901903 1.00
25923362 sid54415 0.000266 25.902169 1.00
25923596 sid54416 0.000234 25.902403 1.00
25923814 sid54417 0.000218 25.902621 1.00
25924131 sid54418 0.000317 25.902938 1.00
25924433 sid54419 0.000302 25.903240 1.00
25924754 sid54420 0.000321 25.903561 1.00
25924953 sid54421 0.000199 25.903760 1.00
25925869 sid54424 0.000916 25.904676 1.00
25926699 sid54426 0.000830 25.905506 1.00
25926858 sid54427 0.000159 25.905665 1.00
25927255 sid54428 0.000397 25.906062 1.00
25927561 sid54429 0.000306 25.906368 1.00
25928150 sid54430 0.000589 25.906957 1.00
25928631 sid54431 0.000481 25.907438 1.00
25928842 sid54432 0.000211 25.907649 1.00
25929133 sid54433 0.000291 25.907940 1.00
25929349 sid54434 0.000216 25.908156 1.00
25929534 sid54435 0.000185 25.908341 1.00
25929859 sid54436 0.000325 25.908666 1.00
25930217 sid54437 0.000358 25.909024 1.00
25931519 sid54440 0.001302 25.910326 1.00
25931791 sid54441 0.000272 25.910598 1.00
25932134 sid54442 0.000343 25.910941 1.00
25932343 sid54443 0.000209 25.911150 1.00
25932608 sid54444 0.000265 25.911415 1.00
25932957 sid54445 0.000349 25.911764 1.00
25933206 sid54446 0.000249 25.912013 1.00
25933506 sid54447 0.000300 25.912313 1.00
25934151 sid54448 0.000645 25.912958 1.00
25934414 sid54449 0.000263 25.913221 1.00
25934804 sid54451 0.000390 25.913611 1.00
25934990 sid54452 0.000186 25.913797 1.00
25935314 sid54453 0.000324 25.914121 1.00
25935585 sid54454 0.000271 25.914392 1.00
25936066 sid54456 0.000481 25.914873 1.00
25936393 sid54457 0.000327 25.915200 1.00
25936758 sid54459 0.000365 25.915565 1.00
25937441 sid54461 0.000683 25.916248 1.00
25937639 sid54462 0.000198 25.916446 1.00
25937780 sid54463 0.000141 25.916587 1.00
25938093 sid54464 0.000313 25.916900 1.00
25938448 sid54465 0.000355 25.917255 1.00
25938939 sid54467 0.000491 25.917746 1.00
25939121 sid54468 0.000182 25.917928 1.00
25939366 sid54469 0.000245 25.918173 1.00
25939583 sid54470 0.000217 25.918390 1.00
25939854 sid54471 0.000271 25.918661 1.00
25940613 sid54473 0.000759 25.919420 1.00
25940844 sid54474 0.000231 25.919651 1.00
25941082 sid54475 0.000238 25.919889 1.00
25941298 sid54476 0.000216 25.920105 1.00
25945032 sid54477 0.003734 25.923839 1.00
25945794 sid54480 0.000762 25.924601 1.00
25946058 sid54481 0.000264 25.924865 1.00
25946298 sid54482 0.000240 25.925105 1.00
25946528 sid54483 0.000230 25.925335 1.00
25946684 sid54484 0.000156 25.925491 1.00
25947125 sid54485 0.000441 25.925932 1.00
25947404 sid54486 0.000279 25.926211 1.00
25947795 sid54487 0.000391 25.926602 1.00
25948318 sid54489 0.000523 25.927125 1.00
25948602 sid54490 0.000284 25.927409 1.00
25948836 sid54491 0.000234 25.927643 1.00
25949140 sid54492 0.000304 25.927947 1.00
25949469 sid54493 0.000329 25.928276 1.00
25950059 sid54495 0.000590 25.928866 1.00
25950321 sid54496 0.000262 25.929128 1.00
25950620 sid54497 0.000299 25.929427 1.00
25951231 sid54499 0.000611 25.930038 1.00
25951494 sid54500 0.000263 25.930301 1.00
25951824 sid54501 0.000330 25.930631 1.00
25951964 sid54502 0.000140 25.930771 1.00
25952255 sid54503 0.000291 25.931062 1.00
25952525 sid54504 0.000270 25.931332 1.00
25953321 sid54507 0.000796 25.932128 1.00
25953469 sid54508 0.000148 25.932276 1.00
25953789 sid54509 0.000320 25.932596 1.00
25954029 sid54510 0.000240 25.932836 1.00
25954702 sid54512 0.000673 25.933509 1.00
25955601 sid54515 0.000899 25.934408 1.00
25955835 sid54516 0.000234 25.934642 1.00
25956026 sid54517 0.000191 25.934833 1.00
25956284 sid54518 0.000258 25.935091 1.00
25956555 sid54519 0.000271 25.935362 1.00
25956717 sid54520 0.000162 25.935524 1.00
25957116 sid54521 0.000399 25.935923 1.00
25957390 sid54522 0.000274 25.936197 1.00
25957672 sid54523 0.000282 25.936479 1.00
25957993 sid54524 0.000321 25.936800 1.00
25958223 sid54525 0.000230 25.937030 1.00
25958448 sid54526 0.000225 25.937255 1.00
25958662 sid54527 0.000214 25.937469 1.00
25958835 sid54528 0.000173 25.937642 1.00
25960403 sid54529 0.001568 25.939210 1.00
25961105 sid54532 0.000702 25.939912 1.00
25961303 sid54533 0.000198 25.940110 1.00
25961564 sid54534 0.000261 25.940371 1.00
25962200 sid54536 0.000636 25.941007 1.00
25962475 sid54537 0.000275 25.941282 1.00
25963020 sid54539 0.000545 25.941827 1.00
25963200 sid54540 0.000180 25.942007 1.00
25963434 sid54541 0.000234 25.942241 1.00
25963677 sid54542 0.000243 25.942484 1.00
25964007 sid54543 0.000330 25.942814 1.00
25964225 sid54544 0.000218 25.943032 1.00
25964438 sid54545 0.000213 25.943245 1.00
25964750 sid54546 0.000312 25.943557 1.00
25965179 sid54548 0.000429 25.943986 1.00
25965418 sid54549 0.000239 25.944225 1.00
25965747 sid54550 0.000329 25.944554 1.00
25965955 sid54551 0.000208 25.944762 1.00
25966227 sid54552 0.000272 25.945034 1.00
25966428 sid54553 0.000201 25.945235 1.00
25966633 sid54554 0.000205 25.945440 1.00
25967221 sid54556 0.000588 25.946028 1.00
25967485 sid54557 0.000264 25.946292 1.00
25967691 sid54558 0.000206 25.946498 1.00
25968022 sid54559 0.000331 25.946829 1.00
25968311 sid54560 0.000289 25.947118 1.00
25968611 sid54561 0.000300 25.947418 1.00
25968942 sid54562 0.000331 25.947749 1.00
25969336 sid54563 0.000394 25.948143 1.00
25969753 sid54564 0.000417 25.948560 1.00
25969963 sid54565 0.000210 25.948770 1.00
25970380 sid54567 0.000417 25.949187 1.00
25970879 sid54569 0.000499 25.949686 1.00
25971050 sid54570 0.000171 25.949857 1.00
25971323 sid54571 0.000273 25.950130 1.00
25971589 sid54572 0.000266 25.950396 1.00
25972092 sid54574 0.000503 25.950899 1.00
25975029 sid54575 0.002937 25.953836 1.00
25975262 sid54576 0.000233 25.954069 1.00
25975880 sid54578 0.000618 25.954687 1.00
25976219 sid54579 0.000339 25.955026 1.00
25976455 sid54580 0.000236 25.955262 1.00
25976879 sid54581 0.000424 25.955686 1.00
25977334 sid54583 0.000455 25.956141 1.00
25977649 sid54584 0.000315 25.956456 1.00
25978142 sid54586 0.000493 25.956949 1.00
25978491 sid54587 0.000349 25.957298 1.00
25978724 sid54588 0.000233 25.957531 1.00
25978911 sid54589 0.000187 25.957718 1.00
25979205 sid54590 0.000294 25.958012 1.00
25979833 sid54593 0.000628 25.958640 1.00
25981015 sid54594 0.001182 25.959822 1.00
25981397 sid54595 0.000382 25.960204 1.00
25981998 sid54597 0.000601 25.960805 1.00
25982225 sid54598 0.000227 25.961032 1.00
25982421 sid54599 0.000196 25.961228 1.00
25982773 sid54600 0.000352 25.961580 1.00
25982946 sid54601 0.000173 25.961753 1.00
25983161 sid54602 0.000215 25.961968 1.00
25983442 sid54603 0.000281 25.962249 1.00
25983772 sid54604 0.000330 25.962579 1.00
25984276 sid54606 0.000504 25.963083 1.00
25984502 sid54607 0.000226 25.963309 1.00
25984701 sid54608 0.000199 25.963508 1.00
25984988 sid54609 0.000287 25.963795 1.00
25985290 sid54610 0.000302 25.964097 1.00
25985572 sid54611 0.000282 25.964379 1.00
25985800 sid54612 0.000228 25.964607 1.00
25986079 sid54613 0.000279 25.964886 1.00
25986341 sid54614 0.000262 25.965148 1.00
25986691 sid54615 0.000350 25.965498 1.00
25986896 sid54616 0.000205 25.965703 1.00
25987469 sid54618 0.000573 25.966276 1.00
25987847 sid54619 0.000378 25.966654 1.00
25996185 sid54620 0.008338 25.974992 1.00
25996448 sid54621 0.000263 25.975255 1.00
25996669 sid54622 0.000221 25.975476 1.00
25997534 sid54624 0.000865 25.976341 1.00
25997728 sid54625 0.000194 25.976535 1.00
25997995 sid54626 0.000267 25.976802 1.00
25998191 sid54627 0.000196 25.976998 1.00
25998503 sid54628 0.000312 25.977310 1.00
25998729 sid54629 0.000226 25.977536 1.00
25998888 sid54630 0.000159 25.977695 1.00
25999115 sid54631 0.000227 25.977922 1.00
25999272 sid54632 0.000157 25.978079 1.00
25999493 sid54633 0.000221 25.978300 1.00
25999758 sid54634 0.000265 25.978565 1.00
25999955 sid54635 0.000197 25.978762 1.00
26000407 sid54636 0.000452 25.979214 1.00
26001154 sid54637 0.000747 25.979961 1.00
26001483 sid54638 0.000329 25.980290 1.00
26001747 sid54639 0.000264 25.980554 1.00
26001994 sid54640 0.000247 25.980801 1.00
26002200 sid54641 0.000206 25.981007 1.00
26002470 sid54642 0.000270 25.981277 1.00
26002913 sid54643 0.000443 25.981720 1.00
26003145 sid54644 0.000232 25.981952 1.00
26003804 sid54645 0.000659 25.982611 1.00
26004131 sid54646 0.000327 25.982938 1.00
26004467 sid54647 0.000336 25.983274 1.00
26004623 sid54648 0.000156 25.983430 1.00
26004924 sid54649 0.000301 25.983731 1.00
26005210 sid54650 0.000286 25.984017 1.00
26005519 sid54651 0.000309 25.984326 1.00
26005760 sid54652 0.000241 25.984567 1.00
26006249 sid54653 0.000489 25.985056 1.00
26006439 sid54654 0.000190 25.985246 1.00
26007046 sid54655 0.000607 25.985853 1.00
26007349 sid54656 0.000303 25.986156 1.00
26007621 sid54657 0.000272 25.986428 1.00
26007917 sid54658 0.000296 25.986724 1.00
26008215 sid54659 0.000298 25.987022 1.00
26008562 sid54660 0.000347 25.987369 1.00
26008846 sid54661 0.000284 25.987653 1.00
26009157 sid54662 0.000311 25.987964 1.00
26009376 sid54663 0.000219 25.988183 1.00
26009633 sid54664 0.000257 25.988440 1.00
26010047 sid54665 0.000414 25.988854 1.00
26010663 sid54668 0.000616 25.989470 1.00
26010886 sid54669 0.000223 25.989693 1.00
26011187 sid54670 0.000301 25.989994 1.00
26011665 sid54671 0.000478 25.990472 1.00
26012956 sid54672 0.001291 25.991763 1.00
26013276 sid54673 0.000320 25.992083 1.00
26013457 sid54674 0.000181 25.992264 1.00
26013759 sid54675 0.000302 25.992566 1.00
26014042 sid54676 0.000283 25.992849 1.00
26014211 sid54677 0.000169 25.993018 1.00
26014482 sid54678 0.000271 25.993289 1.00
26015005 sid54680 0.000523 25.993812 1.00
26015205 sid54681 0.000200 25.994012 1.00
26015464 sid54682 0.000259 25.994271 1.00
26016163 sid54685 0.000699 25.994970 1.00
26016569 sid54687 0.000406 25.995376 1.00
26016795 sid54688 0.000226 25.995602 1.00
26017061 sid54689 0.000266 25.995868 1.00
26017534 sid54690 0.000473 25.996341 1.00
26017910 sid54691 0.000376 25.996717 1.00
26018185 sid54692 0.000275 25.996992 1.00
26018535 sid54693 0.000350 25.997342 1.00
26018796 sid54694 0.000261 25.997603 1.00
26019108 sid54695 0.000312 25.997915 1.00
26019393 sid54696 0.000285 25.998200 1.00
26021351 sid54698 0.001958 26.000158 1.00
26021611 sid54699 0.000260 26.000418 1.00
26021838 sid54700 0.000227 26.000645 1.00
26022134 sid54701 0.000296 26.000941 1.00
26022689 sid54703 0.000555 26.001496 1.00
26022970 sid54704 0.000281 26.001777 1.00
26023535 sid54706 0.000565 26.002342 1.00
26024462 sid54708 0.000927 26.003269 1.00
26024748 sid54709 0.000286 26.003555 1.00
26025368 sid54711 0.000620 26.004175 1.00
26025767 sid54712 0.000399 26.004574 1.00
26027123 sid54715 0.001356 26.005930 1.00
26027388 sid54716 0.000265 26.006195 1.00
26028114 sid54717 0.000726 26.006921 1.00
26028418 sid54718 0.000304 26.007225 1.00
26028695 sid54719 0.000277 26.007502 1.00
26028921 sid54720 0.000226 26.007728 1.00
26029201 sid54721 0.000280 26.008008 1.00
26029508 sid54722 0.000307 26.008315 1.00
26029908 sid54724 0.000400 26.008715 1.00
26030218 sid54725 0.000310 26.009025 1.00
26030552 sid54726 0.000334 26.009359 1.00
26030773 sid54727 0.000221 26.009580 1.00
26031027 sid54728 0.000254 26.009834 1.00
26031273 sid54729 0.000246 26.010080 1.00
26031447 sid54730 0.000174 26.010254 1.00
26032613 sid54731 0.001166 26.011420 1.00
26033267 sid54733 0.000654 26.012074 1.00
26033542 sid54734 0.000275 26.012349 1.00
26033906 sid54735 0.000364 26.012713 1.00
26034199 sid54736 0.000293 26.013006 1.00
26034424 sid54737 0.000225 26.013231 1.00
26034627 sid54738 0.000203 26.013434 1.00
26035067 sid54740 0.000440 26.013874 1.00
26035293 sid54741 0.000226 26.014100 1.00
26035571 sid54742 0.000278 26.014378 1.00
26035887 sid54743 0.000316 26.014694 1.00
26036285 sid54744 0.000398 26.015092 1.00
26036521 sid54745 0.000236 26.015328 1.00
26036756 sid54746 0.000235 26.015563 1.00
26037144 sid54747 0.000388 26.015951 1.00
26037382 sid54748 0.000238 26.016189 1.00
26037577 sid54749 0.000195 26.016384 1.00
26037868 sid54750 0.000291 26.016675 1.00
26038373 sid54751 0.000505 26.017180 1.00
26038634 sid54752 0.000261 26.017441 1.00
26039239 sid54754 0.000605 26.018046 1.00
26039795 sid54755 0.000556 26.018602 1.00
26040055 sid54756 0.000260 26.018862 1.00
26040387 sid54757 0.000332 26.019194 1.00
26040599 sid54758 0.000212 26.019406 1.00
26041729 sid54760 0.001130 26.020536 1.00
26042253 sid54762 0.000524 26.021060 1.00
26042559 sid54763 0.000306 26.021366 1.00
26042966 sid54764 0.000407 26.021773 1.00
26043304 sid54765 0.000338 26.022111 1.00
26043535 sid54766 0.000231 26.022342 1.00
26043833 sid54767 0.000298 26.022640 1.00
26044431 sid54769 0.000598 26.023238 1.00
26044721 sid54770 0.000290 26.023528 1.00
26045095 sid54771 0.000374 26.023902 1.00
26045332 sid54772 0.000237 26.024139 1.00
26045741 sid54773 0.000409 26.024548 1.00
26046107 sid54774 0.000366 26.024914 1.00
26047301 sid54775 0.001194 26.026108 1.00
26047980 sid54776 0.000679 26.026787 1.00
26048235 sid54777 0.000255 26.027042 1.00
26049447 sid54778 0.001212 26.028254 1.00
26049707 sid54779 0.000260 26.028514 1.00
26050215 sid54781 0.000508 26.029022 1.00
26050539 sid54782 0.000324 26.029346 1.00
26050843 sid54783 0.000304 26.029650 1.00
26051115 sid54784 0.000272 26.029922 1.00
26051455 sid54785 0.000340 26.030262 1.00
26052261 sid54786 0.000806 26.031068 1.00
26052719 sid54787 0.000458 26.031526 1.00
26052968 sid54788 0.000249 26.031775 1.00
26053148 sid54789 0.000180 26.031955 1.00
26053460 sid54790 0.000312 26.032267 1.00
26053837 sid54791 0.000377 26.032644 1.00
26054016 sid54792 0.000179 26.032823 1.00
26054346 sid54793 0.000330 26.033153 1.00
26054568 sid54794 0.000222 26.033375 1.00
26054796 sid54795 0.000228 26.033603 1.00
26055178 sid54796 0.000382 26.033985 1.00
26055429 sid54797 0.000251 26.034236 1.00
26055760 sid54798 0.000331 26.034567 1.00
26056309 sid54800 0.000549 26.035116 1.00
26056832 sid54801 0.000523 26.035639 1.00
26057014 sid54802 0.000182 26.035821 1.00
26057220 sid54803 0.000206 26.036027 1.00
26057578 sid54804 0.000358 26.036385 1.00
26057767 sid54805 0.000189 26.036574 1.00
26058015 sid54806 0.000248 26.036822 1.00
26058181 sid54807 0.000166 26.036988 1.00
26058425 sid54808 0.000244 26.037232 1.00
26058727 sid54809 0.000302 26.037534 1.00
26058994 sid54810 0.000267 26.037801 1.00
26059271 sid54811 0.000277 26.038078 1.00
26059455 sid54812 0.000184 26.038262 1.00
26060496 sid54815 0.001041 26.039303 1.00
26060645 sid54816 0.000149 26.039452 1.00
26060941 sid54817 0.000296 26.039748 1.00
26061567 sid54819 0.000626 26.040374 1.00
26061774 sid54820 0.000207 26.040581 1.00
26062039 sid54821 0.000265 26.040846 1.00
26062326 sid54822 0.000287 26.041133 1.00
26062617 sid54823 0.000291 26.041424 1.00
26063001 sid54824 0.000384 26.041808 1.00
26063291 sid54825 0.000290 26.042098 1.00
26063758 sid54827 0.000467 26.042565 1.00
26064101 sid54828 0.000343 26.042908 1.00
26065308 sid54830 0.001207 26.044115 1.00
26065500 sid54831 0.000192 26.044307 1.00
26065800 sid54832 0.000300 26.044607 1.00
26065948 sid54833 0.000148 26.044755 1.00
26066169 sid54834 0.000221 26.044976 1.00
26066939 sid54835 0.000770 26.045746 1.00
26067235 sid54836 0.000296 26.046042 1.00
26067575 sid54837 0.000340 26.046382 1.00
26067768 sid54838 0.000193 26.046575 1.00
26067972 sid54839 0.000204 26.046779 1.00
26068258 sid54840 0.000286 26.047065 1.00
26068493 sid54841 0.000235 26.047300 1.00
26069519 sid54844 0.001026 26.048326 1.00
26069825 sid54845 0.000306 26.048632 1.00
26070115 sid54846 0.000290 26.048922 1.00
26070303 sid54847 0.000188 26.049110 1.00
26071897 sid54849 0.001594 26.050704 1.00
26072220 sid54850 0.000323 26.051027 1.00
26073136 sid54853 0.000916 26.051943 1.00
26073353 sid54854 0.000217 26.052160 1.00
26073825 sid54856 0.000472 26.052632 1.00
26074069 sid54857 0.000244 26.052876 1.00
26074423 sid54858 0.000354 26.053230 1.00
26074711 sid54859 0.000288 26.053518 1.00
26075317 sid54860 0.000606 26.054124 1.00
26075641 sid54861 0.000324 26.054448 1.00
26075994 sid54862 0.000353 26.054801 1.00
26076392 sid54863 0.000398 26.055199 1.00
26077028 sid54865 0.000636 26.055835 1.00
26077441 sid54867 0.000413 26.056248 1.00
26077682 sid54868 0.000241 26.056489 1.00
26077953 sid54869 0.000271 26.056760 1.00
26078086 sid54870 0.000133 26.056893 1.00
26078730 sid54872 0.000644 26.057537 1.00
26078937 sid54873 0.000207 26.057744 1.00
26079129 sid54874 0.000192 26.057936 1.00
26079369 sid54875 0.000240 26.058176 1.00
26079631 sid54876 0.000262 26.058438 1.00
26079884 sid54877 0.000253 26.058691 1.00
26080633 sid54879 0.000749 26.059440 1.00
26080831 sid54880 0.000198 26.059638 1.00
26081139 sid54881 0.000308 26.059946 1.00
26081416 sid54882 0.000277 26.060223 1.00
26081776 sid54884 0.000360 26.060583 1.00
26082008 sid54885 0.000232 26.060815 1.00
26082851 sid54886 0.000843 26.061658 1.00
26083124 sid54887 0.000273 26.061931 1.00
26083411 sid54888 0.000287 26.062218 1.00
26083672 sid54889 0.000261 26.062479 1.00
26084042 sid54891 0.000370 26.062849 1.00
26084568 sid54893 0.000526 26.063375 1.00
26084948 sid54894 0.000380 26.063755 1.00
26085420 sid54896 0.000472 26.064227 1.00
26085703 sid54897 0.000283 26.064510 1.00
26085923 sid54898 0.000220 26.064730 1.00
26086088 sid54899 0.000165 26.064895 1.00
26086354 sid54900 0.000266 26.065161 1.00
26086824 sid54902 0.000470 26.065631 1.00
26087009 sid54903 0.000185 26.065816 1.00
26087250 sid54904 0.000241 26.066057 1.00
26087437 sid54905 0.000187 26.066244 1.00
26087671 sid54906 0.000234 26.066478 1.00
26087864 sid54907 0.000193 26.066671 1.00
26088043 sid54908 0.000179 26.066850 1.00
26088227 sid54909 0.000184 26.067034 1.00
26088393 sid54910 0.000166 26.067200 1.00
26088756 sid54912 0.000363 26.067563 1.00
26088948 sid54913 0.000192 26.067755 1.00
26089310 sid54914 0.000362 26.068117 1.00
26089536 sid54915 0.000226 26.068343 1.00
26089715 sid54916 0.000179 26.068522 1.00
26089880 sid54917 0.000165 26.068687 1.00
26090071 sid54918 0.000191 26.068878 1.00
26090209 sid54919 0.000138 26.069016 1.00
26090553 sid54920 0.000344 26.069360 1.00
26090829 sid54921 0.000276 26.069636 1.00
26091024 sid54922 0.000195 26.069831 1.00
26091438 sid54924 0.000414 26.070245 1.00
26091585 sid54925 0.000147 26.070392 1.00
26091752 sid54926 0.000167 26.070559 1.00
26092054 sid54927 0.000302 26.070861 1.00
26092490 sid54929 0.000436 26.071297 1.00
26092663 sid54930 0.000173 26.071470 1.00
26092895 sid54931 0.000232 26.071702 1.00
26093186 sid54932 0.000291 26.071993 1.00
26093479 sid54933 0.000293 26.072286 1.00
26093984 sid54935 0.000505 26.072791 1.00
26094145 sid54936 0.000161 26.072952 1.00
26094303 sid54937 0.000158 26.073110 1.00
26094805 sid54938 0.000502 26.073612 1.00
26095108 sid54939 0.000303 26.073915 1.00
26095452 sid54940 0.000344 26.074259 1.00
26095750 sid54941 0.000298 26.074557 1.00
26096067 sid54942 0.000317 26.074874 1.00
26096313 sid54943 0.000246 26.075120 1.00
26096837 sid54945 0.000524 26.075644 1.00
26097062 sid54946 0.000225 26.075869 1.00
26097461 sid54947 0.000399 26.076268 1.00
26097684 sid54948 0.000223 26.076491 1.00
26097891 sid54949 0.000207 26.076698 1.00
26098124 sid54950 0.000233 26.076931 1.00
26098629 sid54952 0.000505 26.077436 1.00
26098995 sid54953 0.000366 26.077802 1.00
26099180 sid54954 0.000185 26.077987 1.00
26099537 sid54955 0.000357 26.078344 1.00
26099703 sid54956 0.000166 26.078510 1.00
26100320 sid54957 0.000617 26.079127 1.00
26100819 sid54959 0.000499 26.079626 1.00
26101394 sid54960 0.000575 26.080201 1.00
26101549 sid54961 0.000155 26.080356 1.00
26101753 sid54962 0.000204 26.080560 1.00
26102155 sid54964 0.000402 26.080962 1.00
26102439 sid54965 0.000284 26.081246 1.00
26102905 sid54966 0.000466 26.081712 1.00
26103550 sid54968 0.000645 26.082357 1.00
26103883 sid54969 0.000333 26.082690 1.00
26104141 sid54970 0.000258 26.082948 1.00
26104323 sid54971 0.000182 26.083130 1.00
26104829 sid54972 0.000506 26.083636 1.00
26105212 sid54974 0.000383 26.084019 1.00
26105487 sid54975 0.000275 26.084294 1.00
26105686 sid54976 0.000199 26.084493 1.00
26105973 sid54977 0.000287 26.084780 1.00
26106579 sid54979 0.000606 26.085386 1.00
26106825 sid54980 0.000246 26.085632 1.00
26107014 sid54981 0.000189 26.085821 1.00
26107246 sid54982 0.000232 26.086053 1.00
26107685 sid54984 0.000439 26.086492 1.00
26108146 sid54986 0.000461 26.086953 1.00
26108359 sid54987 0.000213 26.087166 1.00
26108714 sid54988 0.000355 26.087521 1.00
26108968 sid54989 0.000254 26.087775 1.00
26109251 sid54990 0.000283 26.088058 1.00
26109456 sid54991 0.000205 26.088263 1.00
26109586 sid54992 0.000130 26.088393 1.00
26109800 sid54993 0.000214 26.088607 1.00
26110018 sid54994 0.000218 26.088825 1.00
26110302 sid54995 0.000284 26.089109 1.00
26110792 sid54997 0.000490 26.089599 1.00
26111027 sid54998 0.000235 26.089834 1.00
26111252 sid54999 0.000225 26.090059 1.00
26111461 sid55000 0.000209 26.090268 1.00
26111727 sid55001 0.000266 26.090534 1.00
26111931 sid55002 0.000204 26.090738 1.00
26112099 sid55003 0.000168 26.090906 1.00
26112749 sid55004 0.000650 26.091556 1.00
26113009 sid55005 0.000260 26.091816 1.00
26113213 sid55006 0.000204 26.092020 1.00
26113377 sid55007 0.000164 26.092184 1.00
26113730 sid55008 0.000353 26.092537 1.00
26113989 sid55009 0.000259 26.092796 1.00
26114224 sid55010 0.000235 26.093031 1.00
26114480 sid55011 0.000256 26.093287 1.00
26115604 sid55012 0.001124 26.094411 1.00
26115882 sid55013 0.000278 26.094689 1.00
26116385 sid55015 0.000503 26.095192 1.00
26116679 sid55016 0.000294 26.095486 1.00
26116925 sid55017 0.000246 26.095732 1.00
26117130 sid55018 0.000205 26.095937 1.00
26117441 sid55019 0.000311 26.096248 1.00
26117611 sid55020 0.000170 26.096418 1.00
26117816 sid55021 0.000205 26.096623 1.00
26118070 sid55022 0.000254 26.096877 1.00
26118342 sid55023 0.000272 26.097149 1.00
26118615 sid55024 0.000273 26.097422 1.00
26119019 sid55025 0.000404 26.097826 1.00
26119219 sid55026 0.000200 26.098026 1.00
26119482 sid55027 0.000263 26.098289 1.00
26119704 sid55028 0.000222 26.098511 1.00
26120029 sid55029 0.000325 26.098836 1.00
26120507 sid55030 0.000478 26.099314 1.00
26121056 sid55031 0.000549 26.099863 1.00
26121298 sid55032 0.000242 26.100105 1.00
26121458 sid55033 0.000160 26.100265 1.00
26121722 sid55034 0.000264 26.100529 1.00
26121942 sid55035 0.000220 26.100749 1.00
26122167 sid55036 0.000225 26.100974 1.00
26122417 sid55037 0.000250 26.101224 1.00
26122668 sid55038 0.000251 26.101475 1.00
26122807 sid55039 0.000139 26.101614 1.00
26123734 sid55040 0.000927 26.102541 1.00
26124315 sid55041 0.000581 26.103122 1.00
26124669 sid55042 0.000354 26.103476 1.00
26125168 sid55043 0.000499 26.103975 1.00
26125831 sid55044 0.000663 26.104638 1.00
26126316 sid55046 0.000485 26.105123 1.00
26126608 sid55047 0.000292 26.105415 1.00
26126773 sid55048 0.000165 26.105580 1.00
26127000 sid55049 0.000227 26.105807 1.00
26127219 sid55050 0.000219 26.106026 1.00
26127518 sid55051 0.000299 26.106325 1.00
26127737 sid55052 0.000219 26.106544 1.00
26128096 sid55053 0.000359 26.106903 1.00
26128516 sid55054 0.000420 26.107323 1.00
26128978 sid55056 0.000462 26.107785 1.00
26129204 sid55057 0.000226 26.108011 1.00
26129379 sid55058 0.000175 26.108186 1.00
26129561 sid55059 0.000182 26.108368 1.00
26129759 sid55060 0.000198 26.108566 1.00
26130016 sid55061 0.000257 26.108823 1.00
26130214 sid55062 0.000198 26.109021 1.00
26130458 sid55063 0.000244 26.109265 1.00
26130717 sid55064 0.000259 26.109524 1.00
26130891 sid55065 0.000174 26.109698 1.00
26131104 sid55066 0.000213 26.109911 1.00
26131353 sid55067 0.000249 26.110160 1.00
26131641 sid55068 0.000288 26.110448 1.00
26131996 sid55069 0.000355 26.110803 1.00
26133287 sid55070 0.001291 26.112094 1.00
26133498 sid55071 0.000211 26.112305 1.00
26133652 sid55072 0.000154 26.112459 1.00
26133852 sid55073 0.000200 26.112659 1.00
26134102 sid55074 0.000250 26.112909 1.00
26134368 sid55075 0.000266 26.113175 1.00
26134495 sid55076 0.000127 26.113302 1.00
26135025 sid55078 0.000530 26.113832 1.00
26135202 sid55079 0.000177 26.114009 1.00
26135488 sid55080 0.000286 26.114295 1.00
26136122 sid55082 0.000634 26.114929 1.00
26136348 sid55083 0.000226 26.115155 1.00
26136603 sid55084 0.000255 26.115410 1.00
26137147 sid55086 0.000544 26.115954 1.00
26137547 sid55087 0.000400 26.116354 1.00
26138137 sid55089 0.000590 26.116944 1.00
26138396 sid55090 0.000259 26.117203 1.00
26138708 sid55091 0.000312 26.117515 1.00
26139634 sid55092 0.000926 26.118441 1.00
26140065 sid55093 0.000431 26.118872 1.00
26140407 sid55094 0.000342 26.119214 1.00
26140607 sid55095 0.000200 26.119414 1.00
26140823 sid55096 0.000216 26.119630 1.00
26141072 sid55097 0.000249 26.119879 1.00
26141359 sid55098 0.000287 26.120166 1.00
26141555 sid55099 0.000196 26.120362 1.00
26141796 sid55100 0.000241 26.120603 1.00
26141972 sid55101 0.000176 26.120779 1.00
26142208 sid55102 0.000236 26.121015 1.00
